"","eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","Accuracy","Kappa","AccuracySD","KappaSD"
"199",0.05,22,0.1,0.75,1,1,200,0.827430500485322,0.638812892683382,0.0131888923711972,0.0275206882859333
"201",0.05,22,0.1,0.75,2,0.5,200,0.828388011507891,0.640983334488752,0.0112227363226444,0.0235299244192139
"203",0.05,22,0.1,0.75,2,1,200,0.828217176566755,0.640451098052172,0.0104797091681013,0.0217560809954227
"205",0.05,22,0.1,1,0,0.5,200,0.83321417697622,0.651295294632024,0.0125833543337872,0.0260070542679653
"207",0.05,22,0.1,1,0,1,200,0.82561670922305,0.635054914957603,0.0117263183923552,0.0243440478416479
"209",0.05,22,0.1,1,1,0.5,200,0.832049922757825,0.648690940473855,0.0111928331432493,0.0229400325283008
"211",0.05,22,0.1,1,1,1,200,0.826369267399448,0.636946149347287,0.0127369165819233,0.026420432795747
"213",0.05,22,0.1,1,2,0.5,200,0.829859430441972,0.644189090922422,0.0135284461240061,0.0282870394988186
"215",0.05,22,0.1,1,2,1,200,0.82701908560928,0.638323136078551,0.0119602776056292,0.0244031743885379
"361",0.3,22,0,0.75,0,0.5,200,0.82493315979254,0.633724553761404,0.0118600213967618,0.0245874608423775
"363",0.3,22,0,0.75,0,1,200,0.828320057657419,0.640575545392164,0.0114703390827841,0.0237810581967818
"365",0.3,22,0,0.75,1,0.5,200,0.818122649286758,0.61996393586152,0.0142598215681425,0.0292950477318279
"367",0.3,22,0,0.75,1,1,200,0.827635137786379,0.639455272118219,0.011511366205374,0.0238289358871982
"369",0.3,22,0,0.75,2,0.5,200,0.817403367104813,0.61859228605196,0.0112371959131808,0.0229477441756665
"371",0.3,22,0,0.75,2,1,200,0.825958589637079,0.636767755313724,0.0116906387660605,0.0242465370482826
"373",0.3,22,0,1,0,0.5,200,0.829586699248585,0.643511367810308,0.0115157310973552,0.023743805160812
"375",0.3,22,0,1,0,1,200,0.830133883226699,0.644547751791536,0.0119603101126955,0.0248472660723414
"377",0.3,22,0,1,1,0.5,200,0.824247925025731,0.633023277751563,0.0123520594181865,0.025625084333696
"379",0.3,22,0,1,1,1,200,0.829312246752455,0.643361546643912,0.0108016975527789,0.0224931656702777
"381",0.3,22,0,1,2,0.5,200,0.822674678814161,0.630117961334668,0.0110977542260753,0.0223776649210518
"383",0.3,22,0,1,2,1,200,0.828764115489656,0.642304784100981,0.0117057607880067,0.0243824402139522
"385",0.3,22,0.01,0.75,0,0.5,200,0.825719660154269,0.635607625049139,0.011466800821108,0.0235499636390116
"387",0.3,22,0.01,0.75,0,1,200,0.82811563067167,0.640656214672908,0.0121229809474925,0.0250767830379447
"389",0.3,22,0.01,0.75,1,0.5,200,0.819766238790451,0.623187224308388,0.0140761916005675,0.0294046403951261
"391",0.3,22,0.01,0.75,1,1,200,0.826608934573126,0.637628068725678,0.0116007696674145,0.0240871460989877
"393",0.3,22,0.01,0.75,2,0.5,200,0.817814150096986,0.619138129036475,0.00961740210177557,0.0195065893259311
"395",0.3,22,0.01,0.75,2,1,200,0.823870768096582,0.631687522986191,0.0123366178300107,0.0255473597035048
"397",0.3,22,0.01,1,0,0.5,200,0.830509670076065,0.645662850147518,0.0142424661180305,0.0292594539852864
"399",0.3,22,0.01,1,0,1,200,0.83044139959824,0.645210445883184,0.0117911312642395,0.0242469546281729
"401",0.3,22,0.01,1,1,0.5,200,0.825035899831255,0.634474251926518,0.012769474682418,0.0266034182381403
"403",0.3,22,0.01,1,1,1,200,0.829791581893454,0.644289158123669,0.012540629879546,0.0260671940485961
"405",0.3,22,0.01,1,2,0.5,200,0.820757584892665,0.62538142891385,0.0132670928725643,0.0276438230414137
"407",0.3,22,0.01,1,2,1,200,0.827292309438322,0.639092562649277,0.0102185003148038,0.020931213142544
"409",0.3,22,0.1,0.75,0,0.5,200,0.819423199189143,0.622516343829678,0.0116921489183915,0.024123565575966
"411",0.3,22,0.1,0.75,0,1,200,0.824658567182403,0.633414193277194,0.0120192706971239,0.0248006951148366
"413",0.3,22,0.1,0.75,1,0.5,200,0.819012030522704,0.622090839463205,0.0111754478450009,0.0228214813200996
"415",0.3,22,0.1,0.75,1,1,200,0.824144588564543,0.632378710303584,0.0127800218706141,0.0266843150558445
"417",0.3,22,0.1,0.75,2,0.5,200,0.814631326912656,0.612988679002028,0.0112025539494536,0.0230666103895746
"419",0.3,22,0.1,0.75,2,1,200,0.824726381135316,0.633872715414639,0.011151213166326,0.0228861460701002
"421",0.3,22,0.1,1,0,0.5,200,0.827943250652541,0.640587977420935,0.0124572818926057,0.0259835183466784
"423",0.3,22,0.1,1,0,1,200,0.824487802803315,0.632880817162954,0.00956567417126193,0.0196167078710002
"425",0.3,22,0.1,1,1,0.5,200,0.824521955664703,0.6336578918854,0.0138802002943745,0.0284303617387988
"427",0.3,22,0.1,1,1,1,200,0.826814730700716,0.638028806810253,0.0118647224775033,0.0245113094655348
"429",0.3,22,0.1,1,2,0.5,200,0.82048429208886,0.62535247016006,0.0138708768014559,0.0285508715393414
"431",0.3,22,0.1,1,2,1,200,0.826745581985119,0.637931516954285,0.00996600175277045,0.0205226410094378
"577",1,22,0,0.75,0,0.5,200,0.806487624269788,0.595021676221593,0.0107977624417027,0.0218901985591912
"579",1,22,0,0.75,0,1,200,0.820519181991771,0.624304595300431,0.0118994733251931,0.0245526930159787
"581",1,22,0,0.75,1,0.5,200,0.789002022868922,0.559624229453932,0.0140164676043179,0.0285979896343855
"583",1,22,0,0.75,1,1,200,0.81750779226338,0.619160761331701,0.0102714000637539,0.0215677603211217
"585",1,22,0,0.75,2,0.5,200,0.786504577307083,0.554158190631039,0.0133305907298122,0.0284145063386827
"587",1,22,0,0.75,2,1,200,0.814769203352484,0.613730581339771,0.0129720408477531,0.0265168651230996
"589",1,22,0,1,0,0.5,200,0.813707512803756,0.610487530349134,0.014241358194157,0.0300623621839732
"591",1,22,0,1,0,1,200,0.829860203161342,0.644297688864194,0.012237830018165,0.0253402610287976
"593",1,22,0,1,1,0.5,200,0.79718040430575,0.576678186120068,0.0142080894727362,0.0294041516547855
"595",1,22,0,1,1,1,200,0.820997744774147,0.62652598846189,0.0134671976356305,0.0278160877971426
"597",1,22,0,1,2,0.5,200,0.791123682375038,0.564591277491962,0.0136905067008179,0.0285124096708053
"599",1,22,0,1,2,1,200,0.819251415448186,0.622330223439977,0.0113746732869864,0.023652949956975
"601",1,22,0.01,0.75,0,0.5,200,0.802005903583201,0.586304551189626,0.0137768167114327,0.0292797819968544
"603",1,22,0.01,0.75,0,1,200,0.816446241612211,0.61628596437516,0.0136920671592973,0.0279293064578389
"605",1,22,0.01,0.75,1,0.5,200,0.789822816061748,0.561743502554293,0.0121160468466862,0.0252730508832738
"607",1,22,0.01,0.75,1,1,200,0.815488346214064,0.614821334117792,0.011181664185898,0.0228945047841121
"609",1,22,0.01,0.75,2,0.5,200,0.788214644846616,0.557489096347092,0.0130988407823846,0.0275268725642626
"611",1,22,0.01,0.75,2,1,200,0.81367458817656,0.611286579503431,0.0130072002384004,0.026652370766882
"613",1,22,0.01,1,0,0.5,200,0.806659862804073,0.596126881938385,0.0165446752918953,0.0344277166465402
"615",1,22,0.01,1,0,1,200,0.822640103879169,0.629025355054069,0.0141226520216933,0.0293704438534694
"617",1,22,0.01,1,1,0.5,200,0.800466633431076,0.583631920874398,0.0127611300052515,0.026534087284956
"619",1,22,0.01,1,1,1,200,0.821544857973765,0.627380306203112,0.0127705165103313,0.0265451345634671
"621",1,22,0.01,1,2,0.5,200,0.792869518776747,0.568124429805376,0.013796210460877,0.027955147623205
"623",1,22,0.01,1,2,1,200,0.818806865773938,0.621544637878633,0.0112361646353231,0.0231855926588171
"625",1,22,0.1,0.75,0,0.5,200,0.794100883708495,0.570407193315837,0.0152925011066482,0.0318721057853308
"627",1,22,0.1,0.75,0,1,200,0.812716551582165,0.608816838897947,0.0120395497714999,0.0249714866906645
"629",1,22,0.1,0.75,1,0.5,200,0.787906600810919,0.55724730014883,0.0125216480500914,0.0255255758443889
"631",1,22,0.1,0.75,1,1,200,0.808985844571178,0.601006049351593,0.0117522046036406,0.0246280148875275
"633",1,22,0.1,0.75,2,0.5,200,0.785067624615022,0.551584470897519,0.0149999227207559,0.031168814183481
"635",1,22,0.1,0.75,2,1,200,0.811654686251676,0.606399220346572,0.0143543359982533,0.0295468554207224
"637",1,22,0.1,1,0,0.5,200,0.802827117334496,0.587962597115788,0.0143050982028087,0.0300293568224485
"639",1,22,0.1,1,0,1,200,0.813674659676551,0.610613687265965,0.0114140830511373,0.0236023899102142
"641",1,22,0.1,1,1,0.5,200,0.797215225738943,0.576819435140343,0.0156790410986968,0.0316472936531642
"643",1,22,0.1,1,1,1,200,0.81541884605906,0.614788129669066,0.0112249004376623,0.0231160815259494
"645",1,22,0.1,1,2,0.5,200,0.793758091254731,0.56980875296811,0.0125396072193492,0.025969189097449
"647",1,22,0.1,1,2,1,200,0.813367774972431,0.610688984503906,0.0115726376035964,0.0238614185065541
"2",0.05,6,0,0.75,0,0.5,210,0.814529677230754,0.610783335470616,0.0114550293525808,0.0239870010124883
"4",0.05,6,0,0.75,0,1,210,0.810936457161414,0.602511546276329,0.012732164543461,0.0263242474567062
"6",0.05,6,0,0.75,1,0.5,210,0.813673044469404,0.608634721067269,0.012871274422338,0.0267200567807241
"8",0.05,6,0,0.75,1,1,210,0.811585889408382,0.604097268852712,0.0129051725438184,0.0269547947348611
"10",0.05,6,0,0.75,2,0.5,210,0.810492399112729,0.601913638581467,0.0134049092000427,0.0271412266421216
"12",0.05,6,0,0.75,2,1,210,0.810148903347255,0.600653645749805,0.0128172986349189,0.026390488742886
"14",0.05,6,0,1,0,0.5,210,0.820586856191424,0.623801926388128,0.0135750041369438,0.0279118313260967
"16",0.05,6,0,1,0,1,210,0.813639418262082,0.608950006776015,0.0126955232239426,0.0265772323502602
"18",0.05,6,0,1,1,0.5,210,0.81822581132693,0.619176937841907,0.0112587243852687,0.0228224424537368
"20",0.05,6,0,1,1,1,210,0.811860025421457,0.605056999264997,0.01184889783533,0.0244914009866236
"22",0.05,6,0,1,2,0.5,210,0.815590137813706,0.613595154295094,0.0122939614841143,0.0253549713048758
"24",0.05,6,0,1,2,1,210,0.811928260798631,0.605086296950876,0.0130674335105158,0.0269490460477115
"26",0.05,6,0.01,0.75,0,0.5,210,0.814358840630183,0.610484844234352,0.014767307437227,0.0301053754752808
"28",0.05,6,0.01,0.75,0,1,210,0.811483465347676,0.603920613354462,0.0122488850344571,0.0252514379407652
"30",0.05,6,0.01,0.75,1,0.5,210,0.813503404104796,0.608500550534355,0.0127873736348975,0.0262331764413531
"32",0.05,6,0.01,0.75,1,1,210,0.811004552424581,0.602727755964348,0.0124594893906436,0.0261475349411688
"34",0.05,6,0.01,0.75,2,0.5,210,0.812886543963376,0.607204550441802,0.0118450223708603,0.0246013853307226
"36",0.05,6,0.01,0.75,2,1,210,0.809636118079384,0.599479410222774,0.0137818540396535,0.0287882521523249
"38",0.05,6,0.01,1,0,0.5,210,0.818943372855476,0.620674685244203,0.0137532194738386,0.0281584740952407
"40",0.05,6,0.01,1,0,1,210,0.812271195025837,0.605964952203894,0.0132737994932447,0.0276671257810746
"42",0.05,6,0.01,1,1,0.5,210,0.81887591034197,0.620242670034285,0.0121305423862685,0.0247043281476081
"44",0.05,6,0.01,1,1,1,210,0.812100009366787,0.605436220124408,0.0119212275173753,0.0245711883881921
"46",0.05,6,0.01,1,2,0.5,210,0.816583311025661,0.615413655361346,0.0135984275880001,0.0281197946154813
"48",0.05,6,0.01,1,2,1,210,0.811038845688573,0.603201433094619,0.0132872530745537,0.0274865713494429
"50",0.05,6,0.1,0.75,0,0.5,210,0.814358033820253,0.610350953198479,0.0124272643746596,0.025862892323188
"52",0.05,6,0.1,0.75,0,1,210,0.813057624897667,0.60707381740767,0.0126166638402627,0.0263893970287603
"54",0.05,6,0.1,0.75,1,0.5,210,0.812920907933716,0.607492281875479,0.0124834835510612,0.0258210480044437
"56",0.05,6,0.1,0.75,1,1,210,0.811483571154675,0.603888979144228,0.012348683796544,0.0258007161455349
"58",0.05,6,0.1,0.75,2,0.5,210,0.813571253230509,0.608456725897875,0.0125451974841762,0.0261938394902518
"60",0.05,6,0.1,0.75,2,1,210,0.810798476213275,0.602016544935605,0.0144548816607845,0.0303332514964815
"62",0.05,6,0.1,1,0,0.5,210,0.818499244894086,0.619762799422002,0.012528230584484,0.0258380620503577
"64",0.05,6,0.1,1,0,1,210,0.811655354101988,0.604601659841553,0.0127028762554453,0.0263162531642424
"66",0.05,6,0.1,1,1,0.5,210,0.816856920168223,0.616233578252844,0.0132374853112737,0.027047889596924
"68",0.05,6,0.1,1,1,1,210,0.811551947078752,0.604253296312862,0.01238877837609,0.0257282749699879
"70",0.05,6,0.1,1,2,0.5,210,0.816993250880713,0.616483981433779,0.0133496543355565,0.0276161948870485
"72",0.05,6,0.1,1,2,1,210,0.810456840710161,0.601844691214017,0.0131979984203849,0.0273703061107782
"218",0.3,6,0,0.75,0,0.5,210,0.815589856214854,0.614555599124921,0.0126038602694329,0.0258999339134889
"220",0.3,6,0,0.75,0,1,210,0.819252083082051,0.622280303552702,0.0104751392559895,0.0215230065371217
"222",0.3,6,0,0.75,1,0.5,210,0.812202606910568,0.607795363221292,0.0130109714092569,0.0264742708916763
"224",0.3,6,0,0.75,1,1,210,0.819695368772112,0.623322035468238,0.0115687009746841,0.0234643229698098
"226",0.3,6,0,0.75,2,0.5,210,0.81312687862662,0.609552856998943,0.0116614002589194,0.0238425065032035
"228",0.3,6,0,0.75,2,1,210,0.819046814041422,0.622186325832377,0.0116994328765267,0.0238532488115392
"230",0.3,6,0,1,0,0.5,210,0.818910026804019,0.621700409790336,0.0133517494379656,0.0275983202546695
"232",0.3,6,0,1,0,1,210,0.823323302231018,0.630902483629046,0.0137772595077981,0.0289075782234081
"234",0.3,6,0,1,1,0.5,210,0.819013293929696,0.622336719567368,0.0111072034910729,0.0225011009385723
"236",0.3,6,0,1,1,1,210,0.822843966368526,0.630142858850096,0.0130462700105928,0.026667534797154
"238",0.3,6,0,1,2,0.5,210,0.817437342587063,0.619316897260137,0.0128791179050731,0.026581993548612
"240",0.3,6,0,1,2,1,210,0.822468355743909,0.6291849893351,0.0118803071395846,0.0245824609368092
"242",0.3,6,0.01,0.75,0,0.5,210,0.815385290558085,0.614221249261379,0.0105171264392997,0.0215329163407323
"244",0.3,6,0.01,0.75,0,1,210,0.819559740577689,0.622571998464266,0.0107398339156584,0.0225751473219314
"246",0.3,6,0.01,0.75,1,0.5,210,0.815283006611386,0.61388679434384,0.0109796125886711,0.022786216912382
"248",0.3,6,0.01,0.75,1,1,210,0.819251873343936,0.622349053883718,0.0103154931562307,0.0211303656212651
"250",0.3,6,0.01,0.75,2,0.5,210,0.810148867236513,0.603846282771926,0.0138390136584845,0.0290791837345769
"252",0.3,6,0.01,0.75,2,1,210,0.818259436379862,0.62042516851319,0.0133442079528914,0.0274616527483262
"254",0.3,6,0.01,1,0,0.5,210,0.817096410972853,0.618280472272924,0.0145024052535699,0.0297825842823428
"256",0.3,6,0.01,1,0,1,210,0.823324145656735,0.630701058687999,0.0141262567904264,0.0293026382699936
"258",0.3,6,0.01,1,1,0.5,210,0.819252048775042,0.622623504048006,0.0119379032504087,0.0250711957004902
"260",0.3,6,0.01,1,1,1,210,0.822571305881486,0.629376023507361,0.0132806817514044,0.027224607613065
"262",0.3,6,0.01,1,2,0.5,210,0.815727310364629,0.615035216680208,0.0107122044386609,0.0222981401199529
"264",0.3,6,0.01,1,2,1,210,0.821853041401976,0.627890342879731,0.0129555533798171,0.0269768701407449
"266",0.3,6,0.1,0.75,0,0.5,210,0.816548454780414,0.616731718405607,0.0143799608926452,0.0295103784020405
"268",0.3,6,0.1,0.75,0,1,210,0.820518269519141,0.624959306343934,0.0113888669141049,0.0230173416240373
"270",0.3,6,0.1,0.75,1,0.5,210,0.813194799180174,0.609427271360281,0.00938924912492523,0.0199188193046078
"272",0.3,6,0.1,0.75,1,1,210,0.820038864609736,0.623600647613228,0.011199397453693,0.0232397010289318
"274",0.3,6,0.1,0.75,2,0.5,210,0.811928507080384,0.607516110611089,0.0119746822222067,0.0248428665562391
"276",0.3,6,0.1,0.75,2,1,210,0.820106853993755,0.624179832772876,0.0135418626121059,0.0277224980322391
"278",0.3,6,0.1,1,0,0.5,210,0.818225143909513,0.620539091264205,0.013662930061992,0.0279389513630166
"280",0.3,6,0.1,1,0,1,210,0.821509967710107,0.626778704078113,0.012844945351027,0.0266135646767936
"282",0.3,6,0.1,1,1,0.5,210,0.817711444293129,0.619259544180131,0.0129096531050345,0.0270793452697808
"284",0.3,6,0.1,1,1,1,210,0.824555616251183,0.633531956387527,0.0131471955703474,0.0270681661522887
"286",0.3,6,0.1,1,2,0.5,210,0.815761673829923,0.615570689949644,0.0111715264282923,0.0233188179741979
"288",0.3,6,0.1,1,2,1,210,0.822640068345621,0.629297452194796,0.0119561279157969,0.0246480679694802
"434",1,6,0,0.75,0,0.5,210,0.792628692920835,0.566828959238241,0.0116608958794081,0.0246285760756244
"436",1,6,0,0.75,0,1,210,0.817643630195918,0.619194063180225,0.010378755819773,0.0212324710149121
"438",1,6,0,0.75,1,0.5,210,0.784793313387289,0.551343774975596,0.0107643343827344,0.0220566117331734
"440",1,6,0,0.75,1,1,210,0.812441327521055,0.608565033369409,0.0108736466945273,0.0224618792059384
"442",1,6,0,0.75,2,0.5,210,0.7846899067248,0.550496371000023,0.0160594857652511,0.0332416738415203
"444",1,6,0,0.75,2,1,210,0.810250905262206,0.603939970872334,0.0128226697437165,0.0261882664650489
"446",1,6,0,1,0,0.5,210,0.799952795793016,0.582701930992664,0.0106037682399044,0.0216673180226529
"448",1,6,0,1,0,1,210,0.818157153371105,0.620070657998417,0.0143439500377979,0.0296691800382819
"450",1,6,0,1,1,0.5,210,0.789377352183285,0.56033451095294,0.0169789715606194,0.035040296965061
"452",1,6,0,1,1,1,210,0.815967679407031,0.616144770661036,0.0145786986812221,0.0303769052148002
"454",1,6,0,1,2,0.5,210,0.787495816664357,0.556306249905456,0.0163314427686271,0.0336567558590851
"456",1,6,0,1,2,1,210,0.811073419324878,0.605822542923101,0.01254293531242,0.0259171529253061
"458",1,6,0.01,0.75,0,0.5,210,0.795503541693576,0.572937476716982,0.0142363262432876,0.0288810457674906
"460",1,6,0.01,0.75,0,1,210,0.814186600725061,0.611607432163436,0.0138314090141971,0.0287939526417189
"462",1,6,0.01,0.75,1,0.5,210,0.78862574461044,0.558885463808416,0.0107693184514988,0.0227029915839734
"464",1,6,0.01,0.75,1,1,210,0.809602176759844,0.602494974942767,0.0107225816052624,0.0225939010873395
"466",1,6,0.01,0.75,2,0.5,210,0.782739890845633,0.546614148636312,0.0113370257609868,0.0235442308720128
"468",1,6,0.01,0.75,2,1,210,0.810561197182561,0.604593094822294,0.0150092012014652,0.0314935182432076
"470",1,6,0.01,1,0,0.5,210,0.800123385318191,0.582955884342126,0.01287446762792,0.0261707993374494
"472",1,6,0.01,1,0,1,210,0.81849927970614,0.62096189576949,0.0129547827875037,0.0266524855880953
"474",1,6,0.01,1,1,0.5,210,0.79385995255063,0.569816992609189,0.0136436566825808,0.0288289848488214
"476",1,6,0.01,1,1,1,210,0.818464880490851,0.62120828698093,0.0120871703185313,0.0249020572286658
"478",1,6,0.01,1,2,0.5,210,0.784177436785594,0.549577139197256,0.0144071974682426,0.0294427979049405
"480",1,6,0.01,1,2,1,210,0.812065680280651,0.608131302497549,0.011957992234027,0.0243126517907147
"482",1,6,0.1,0.75,0,0.5,210,0.791327615137847,0.563927669744096,0.0145077613157444,0.0298777227818509
"484",1,6,0.1,0.75,0,1,210,0.808643822744454,0.600014311549721,0.0111088922916972,0.0228189921244505
"486",1,6,0.1,0.75,1,0.5,210,0.782227701928085,0.545395434803639,0.0124246719670894,0.0252659890833121
"488",1,6,0.1,0.75,1,1,210,0.80751463443727,0.597835603172566,0.012860366392659,0.0270053186425591
"490",1,6,0.1,0.75,2,0.5,210,0.784141844508913,0.550568671581582,0.0141965375997177,0.0289252309245594
"492",1,6,0.1,0.75,2,1,210,0.808985386026084,0.601338481384249,0.0138792310348174,0.028686344872812
"494",1,6,0.1,1,0,0.5,210,0.794612616245429,0.57107079279321,0.0114661467130075,0.0241915154241568
"496",1,6,0.1,1,0,1,210,0.81305748593805,0.609535915126516,0.012604691997095,0.0264291731264159
"498",1,6,0.1,1,1,0.5,210,0.7933816719443,0.569434350970927,0.011921711290492,0.0246355246819013
"500",1,6,0.1,1,1,1,210,0.813708356013026,0.611487424705009,0.013194194309277,0.0271804675349051
"502",1,6,0.1,1,2,0.5,210,0.783286301310735,0.548601257629356,0.0117630996401629,0.0242908440826084
"504",1,6,0.1,1,2,1,210,0.812135495908619,0.607697170468669,0.0154332742416122,0.0322679613774113
"74",0.05,18,0,0.75,0,0.5,210,0.829108243211149,0.642277456747395,0.0116106580413255,0.0241118298890257
"76",0.05,18,0,0.75,0,1,210,0.828183621642975,0.640262931438113,0.0131582288670106,0.0273537620878074
"78",0.05,18,0,0.75,1,0.5,210,0.828012539698593,0.639930430144306,0.0130706796477015,0.0270383656775487
"80",0.05,18,0,0.75,1,1,210,0.828217000630603,0.640474420926982,0.0134234289051941,0.028045621620667
"82",0.05,18,0,0.75,2,0.5,210,0.827600949174997,0.639196623785586,0.0133087418325565,0.0275296034864339
"84",0.05,18,0,0.75,2,1,210,0.828422304988331,0.640978311796752,0.0122716751955565,0.0254304773324312
"86",0.05,18,0,1,0,0.5,210,0.832666079371086,0.649937249868836,0.0116540344604255,0.0241615279698627
"88",0.05,18,0,1,0,1,210,0.825719027043861,0.635651058764883,0.0130601957113253,0.0270179123447319
"90",0.05,18,0,1,1,0.5,210,0.832665727931679,0.650049431137389,0.0133835408971117,0.0274672688039138
"92",0.05,18,0,1,1,1,210,0.825581889737888,0.635209741944089,0.0129631229187642,0.0270939783620372
"94",0.05,18,0,1,2,0.5,210,0.830782928284265,0.646212427329528,0.0120365771751292,0.0251404844889909
"96",0.05,18,0,1,2,1,210,0.82671086686397,0.637510710843252,0.0128975034820587,0.0266712668743896
"98",0.05,18,0.01,0.75,0,0.5,210,0.828629119179102,0.641249346139596,0.0116251732012775,0.0239518773269117
"100",0.05,18,0.01,0.75,0,1,210,0.826814659200726,0.637141790242884,0.0135530181236572,0.0281422231703958
"102",0.05,18,0.01,0.75,1,0.5,210,0.828525430917761,0.641041617614356,0.0117813913715458,0.0246316746798454
"104",0.05,18,0.01,0.75,1,1,210,0.828114155867129,0.640406504694317,0.0131955047545644,0.0274498519142236
"106",0.05,18,0.01,0.75,2,0.5,210,0.827395785941367,0.638706015697355,0.0122802938393688,0.0253368722406315
"108",0.05,18,0.01,0.75,2,1,210,0.828592894369208,0.641285290955695,0.0108460698300663,0.0228365174914369
"110",0.05,18,0.01,1,0,0.5,210,0.832734631159165,0.649925314345103,0.0124158851527579,0.0258416106855017
"112",0.05,18,0.01,1,0,1,210,0.825616463951388,0.63527136517712,0.011895666841259,0.0246624592510538
"114",0.05,18,0.01,1,1,0.5,210,0.832426411764512,0.649519325201105,0.0127044804062656,0.0263010589241907
"116",0.05,18,0.01,1,1,1,210,0.82582232927019,0.63565955607535,0.012053922853816,0.0249671858159357
"118",0.05,18,0.01,1,2,0.5,210,0.830476324385355,0.645414379253338,0.0129008489281955,0.026729470967202
"120",0.05,18,0.01,1,2,1,210,0.827225478087192,0.638613884670933,0.0111645668820021,0.0228468928847465
"122",0.05,18,0.1,0.75,0,0.5,210,0.830134234377509,0.64447400613333,0.013336379099558,0.0272475272242736
"124",0.05,18,0.1,0.75,0,1,210,0.826848426459996,0.637533056630728,0.0129368847123155,0.0271416828755147
"126",0.05,18,0.1,0.75,1,0.5,210,0.82835434998347,0.640925213985286,0.014724721999815,0.0303691924692648
"128",0.05,18,0.1,0.75,1,1,210,0.828901533889435,0.6420870882686,0.011109715218518,0.0228775300872834
"130",0.05,18,0.1,0.75,2,0.5,210,0.826677451260554,0.637159000356789,0.0126948940199283,0.0259963898040378
"132",0.05,18,0.1,0.75,2,1,210,0.828388117459188,0.640918001855808,0.0132488144155369,0.0275616691316969
"134",0.05,18,0.1,1,0,0.5,210,0.832460986627355,0.649794795871624,0.013300317941754,0.0276039259191762
"136",0.05,18,0.1,1,0,1,210,0.824761903860038,0.633354887050011,0.0117525288731568,0.0244997743922439
"138",0.05,18,0.1,1,1,0.5,210,0.831297750183543,0.647338022838052,0.0128415208436828,0.0266349110180508
"140",0.05,18,0.1,1,1,1,210,0.825616322682991,0.635095370883141,0.0131284790307129,0.0272754179389594
"142",0.05,18,0.1,1,2,0.5,210,0.831296908056514,0.647150641724814,0.0115717726997736,0.0241469610506079
"144",0.05,18,0.1,1,2,1,210,0.825992707758562,0.636062640867365,0.0127767308286157,0.0265309818960133
"290",0.3,18,0,0.75,0,0.5,210,0.825445558159605,0.634736973881084,0.0126050211790372,0.0262241576775809
"292",0.3,18,0,0.75,0,1,210,0.830681278313766,0.645389435003049,0.0128475447603824,0.0266309322825439
"294",0.3,18,0,0.75,1,0.5,210,0.819526324685676,0.622826893369615,0.0104569558437235,0.0216020556616518
"296",0.3,18,0,0.75,1,1,210,0.827292519970079,0.639207109581954,0.0132628018490044,0.0272443143014577
"298",0.3,18,0,0.75,2,0.5,210,0.81719816797689,0.618477272262155,0.0118449384404215,0.0246602913257084
"300",0.3,18,0,0.75,2,1,210,0.825069209699821,0.634477754630552,0.0110149296192266,0.0227135329737772
"302",0.3,18,0,1,0,0.5,210,0.830236202129751,0.644679400789727,0.0117837579466997,0.0246862649959617
"304",0.3,18,0,1,0,1,210,0.831366653555329,0.647213637310587,0.0131935381371206,0.0273131438071401
"306",0.3,18,0,1,1,0.5,210,0.826472076773674,0.637484606307196,0.011585655558082,0.0231271195924362
"308",0.3,18,0,1,1,1,210,0.828011908896964,0.640671522780505,0.0113100125515449,0.0237351586957463
"310",0.3,18,0,1,2,0.5,210,0.821577395555857,0.627492274524185,0.0129691508001774,0.0269810654078477
"312",0.3,18,0,1,2,1,210,0.826985425599994,0.63862952829703,0.0101235922646106,0.0212328113912191
"314",0.3,18,0.01,0.75,0,0.5,210,0.823358614207535,0.63049930837598,0.0116690275021286,0.0239253997235565
"316",0.3,18,0.01,0.75,0,1,210,0.829517937289494,0.643447913285505,0.0130345812242237,0.0268218354573223
"318",0.3,18,0.01,0.75,1,0.5,210,0.820483940721602,0.62473377850292,0.0131538761602167,0.0273191206170555
"320",0.3,18,0.01,0.75,1,1,210,0.82705517102666,0.638263844493119,0.0130008606602784,0.0270148412250933
"322",0.3,18,0.01,0.75,2,0.5,210,0.816138199091651,0.616209471538955,0.0128014856755868,0.0266098920056732
"324",0.3,18,0.01,0.75,2,1,210,0.82578754481353,0.635820242021891,0.0124673794062228,0.025762179376562
"326",0.3,18,0.01,1,0,0.5,210,0.828490855189125,0.641490454432046,0.0147593337862361,0.0304399071676429
"328",0.3,18,0.01,1,0,1,210,0.831092271837696,0.646888244854455,0.0113162830475712,0.0236521513281859
"330",0.3,18,0.01,1,1,0.5,210,0.824008573757913,0.632591317082987,0.0143386957383494,0.0298130160213421
"332",0.3,18,0.01,1,1,1,210,0.829346189514981,0.643407141857335,0.0119898261779194,0.0248207434634598
"334",0.3,18,0.01,1,2,0.5,210,0.821168474124732,0.6265472129685,0.0121166765628819,0.0250377327477385
"336",0.3,18,0.01,1,2,1,210,0.827224987543868,0.63921327901562,0.00881643008399239,0.018005708049376
"338",0.3,18,0.1,0.75,0,0.5,210,0.821339590087526,0.626312563449614,0.0114724195033891,0.0240465812288204
"340",0.3,18,0.1,0.75,0,1,210,0.826438311173838,0.637096895664888,0.0111004208349278,0.0230520994228935
